gene_id	gene_symbol	baseline_expression	true_log2_fold_change	is_differential	batch_log2_shift	gene_sets
ENSG00000000781	GNA541	211.15	0.0	0	-0.0079	
ENSG00000000782	DHX419	55.6	0.0	0	-0.2724	GLYCOLYSIS;P53_SIGNALING;MYC_TARGETS
ENSG00000000783	CCNB110	1221.29	0.0	0	-0.9288	COMPLEMENT_CASCADE;ESTROGEN_RESPONSE
ENSG00000000784	SEC894	99.48	0.0	0	-0.0712	
ENSG00000000785	CHRM460	4.06	0.0	0	-0.8001	
ENSG00000000786	PPP1R486	211.18	0.0	0	-0.375	
ENSG00000000787	VPS896	6.3	0.0	0	-0.5024	CELL_CYCLE_G2M_CHECKPOINT;INTERFERON_ALPHA_RESPONSE;PI3K_AKT_MTOR_SIGNALING
ENSG00000000788	ZNF766	7.9	0.0	0	-1.8839	
ENSG00000000789	PXN763	27.55	0.0	0	-0.8797	
ENSG00000000790	UGT309	34.28	0.0	0	0.0091	INTERFERON_ALPHA_RESPONSE
ENSG00000000791	DHX713	1.87	0.0	0	0.0304	E2F_TARGETS
ENSG00000000792	GRIN215	60.35	0.0	0	-1.0929	
ENSG00000000793	YAP1	338.31	1.9855	1	-0.8347	TNFA_SIGNALING_VIA_NFKB
ENSG00000000794	KMT2396	2.67	0.0	0	-0.5697	CELL_CYCLE_G2M_CHECKPOINT;HYPOXIA
ENSG00000000795	USP164	370.04	0.0	0	-0.9629	
ENSG00000000796	PLC536	6.95	0.0	0	0.0964	
ENSG00000000797	DRD443	67.76	0.0	0	-0.6894	
ENSG00000000798	OR84	297.51	0.0	0	0.3295	TGF_BETA_SIGNALING
ENSG00000000799	ARF549	399.52	0.0	0	-1.4968	
ENSG00000000800	ADAM569	5.46	0.0	0	-1.2975	
ENSG00000000801	ACTN390	3.19	0.0	0	-0.917	REACTIVE_OXYGEN_SPECIES
ENSG00000000802	KRT159	1826.31	0.0	0	-0.2139	
ENSG00000000803	EZH397	526.71	0.0	0	0.5416	
ENSG00000000804	MAPK296	1150.04	0.0	0	-0.7073	
ENSG00000000805	ADRB587	16.34	0.0	0	-1.1597	NOTCH_SIGNALING
ENSG00000000806	CYP234	1165.36	0.0	0	0.6431	
ENSG00000000807	KIF575	86.85	0.0	0	0.2696	E2F_TARGETS;PROTEIN_SECRETION
ENSG00000000808	COL38	22.05	0.0	0	1.8226	
ENSG00000000809	ATAD283	42.0	0.0	0	-0.0209	
ENSG00000000810	EIF27	221.75	0.0	0	-0.3858	DNA_REPAIR
ENSG00000000811	SKP479	4.45	0.0	0	-0.3479	
ENSG00000000812	HIST1H770	115.4	0.0	0	-1.3414	
ENSG00000000813	USP47	1088.85	0.0	0	-0.2059	ANGIOGENESIS
ENSG00000000814	COPB349	4.0	0.0	0	-0.3525	HEDGEHOG_SIGNALING
ENSG00000000815	MRPL744	78.54	0.0	0	-0.0254	
ENSG00000000816	GABR324	6.16	0.0	0	-0.9786	MAPK_SIGNALING;MRNA_SPLICING
ENSG00000000817	CCNB672	6.29	0.0	0	-0.281	EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000000818	SCN490	30.07	0.0	0	0.0367	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000819	CACN290	17.85	0.0	0	-0.5239	
ENSG00000000820	SLC399	4.49	0.0	0	1.3284	WNT_BETA_CATENIN_SIGNALING;ANDROGEN_RESPONSE
ENSG00000000821	EIF1	68.23	0.0	0	0.1704	
ENSG00000000822	SMARC113	10.4	0.0	0	0.0692	
ENSG00000000823	OR275	55.43	0.0	0	-1.4472	MAPK_SIGNALING
ENSG00000000824	RNF51	148.68	-1.8978	1	-0.0049	HYPOXIA
ENSG00000000825	TET361	606.46	0.0	0	-1.435	CHOLESTEROL_HOMEOSTASIS;MRNA_SPLICING
ENSG00000000826	SKP147	7.66	0.0	0	0.9658	P53_SIGNALING
ENSG00000000827	RNF715	2.59	0.0	0	0.5324	
ENSG00000000828	PLC94	202.22	0.0	0	-0.4356	DNA_REPAIR;PI3K_AKT_MTOR_SIGNALING
ENSG00000000829	KIF652	2.99	0.0	0	0.4838	PI3K_AKT_MTOR_SIGNALING;MYC_TARGETS
ENSG00000000830	MYO251	9.84	0.0	0	-0.8527	UNFOLDED_PROTEIN_RESPONSE;HEDGEHOG_SIGNALING
ENSG00000000831	RNF177	110.83	-1.9907	1	-1.3041	DNA_REPAIR
ENSG00000000832	SEC619	93.55	-1.5699	1	-0.3752	DNA_REPAIR;ANGIOGENESIS;E2F_TARGETS
ENSG00000000833	SKP622	13.03	0.0	0	0.0882	FATTY_ACID_METABOLISM;MRNA_SPLICING
ENSG00000000834	DNMT182	127.45	0.0	0	-0.0959	
ENSG00000000835	PPP2R543	513.22	0.0	0	-0.4274	REACTIVE_OXYGEN_SPECIES
ENSG00000000836	UBE2844	61.28	0.0	0	0.0489	
ENSG00000000837	ZEB2	648.8	-2.2961	1	-0.1234	EXTRACELLULAR_MATRIX_ORGANIZATION;MYOGENESIS
ENSG00000000838	GNA329	0.33	0.0	0	0.716	
ENSG00000000839	DRD805	364.52	0.0	0	0.8764	COAGULATION
ENSG00000000840	TIMP2	17.45	0.0	0	0.4032	
ENSG00000000841	FBXO649	143.97	0.0	0	0.9917	CELL_CYCLE_G2M_CHECKPOINT
ENSG00000000842	GRIN140	112.21	0.0	0	-0.9977	
ENSG00000000843	PDHA1	75.81	-2.1942	1	-0.2885	
ENSG00000000844	CDC333	232.39	0.0	0	-0.5685	ANGIOGENESIS;MAPK_SIGNALING
ENSG00000000845	ADAM344	11.36	0.0	0	0.4764	PI3K_AKT_MTOR_SIGNALING;ESTROGEN_RESPONSE
ENSG00000000846	MAPK706	9.88	0.0	0	0.4192	PI3K_AKT_MTOR_SIGNALING
ENSG00000000847	RPS509	136.45	0.0	0	-0.0204	
ENSG00000000848	MRPL824	4.6	0.0	0	-0.3017	
ENSG00000000849	VPS119	10.09	0.0	0	-0.9288	OXIDATIVE_PHOSPHORYLATION;HYPOXIA;EXTRACELLULAR_MATRIX_ORGANIZATION;REACTIVE_OXYGEN_SPECIES
ENSG00000000850	CS	14.19	0.0	0	-0.4444	HEDGEHOG_SIGNALING
ENSG00000000851	CCNB193	814.17	0.0	0	0.9209	
ENSG00000000852	CCNB769	20.92	0.0	0	-0.3524	
ENSG00000000853	CACN315	125.53	0.0	0	-1.0723	
ENSG00000000854	TIMM90	3.78	0.0	0	-0.1219	
ENSG00000000855	GNA44	32.56	0.0	0	1.0742	
ENSG00000000856	SLC457	398.46	-1.7196	1	0.4072	HYPOXIA;NOTCH_SIGNALING
ENSG00000000857	IRS1	9.31	0.0	0	-0.6921	CHOLESTEROL_HOMEOSTASIS;HYPOXIA;HEDGEHOG_SIGNALING
ENSG00000000858	ANK99	132.93	0.0	0	1.5945	CHOLESTEROL_HOMEOSTASIS;WNT_BETA_CATENIN_SIGNALING;MYOGENESIS
ENSG00000000859	SIRT812	207.82	0.0	0	0.513	TGF_BETA_SIGNALING;WNT_BETA_CATENIN_SIGNALING;NOTCH_SIGNALING
ENSG00000000860	TMEM521	7.37	0.0	0	0.0461	PROTEIN_SECRETION
ENSG00000000861	PPP2R712	46.34	0.0	0	-1.1594	
ENSG00000000862	HDAC875	210.54	0.0	0	0.17	
ENSG00000000863	FBXO605	57.75	0.0	0	-1.0423	EXTRACELLULAR_MATRIX_ORGANIZATION;TGF_BETA_SIGNALING
ENSG00000000864	RAB11FIP442	11.53	0.0	0	0.2351	
ENSG00000000865	GRIN299	2.76	0.0	0	-0.7042	UNFOLDED_PROTEIN_RESPONSE
ENSG00000000866	GABR161	127.69	0.0	0	-0.6239	
ENSG00000000867	OR861	36.4	0.0	0	-1.2633	
ENSG00000000868	CHRM732	57.41	0.0	0	0.618	DNA_REPAIR;COMPLEMENT_CASCADE
ENSG00000000869	KCN898	7.66	0.0	0	0.8732	
ENSG00000000870	MRPL246	2026.39	0.0	0	-0.0	
ENSG00000000871	SUZ302	15.41	0.0	0	0.1697	
ENSG00000000872	ARID19	85.05	0.0	0	1.5688	
ENSG00000000873	DRD663	18.76	0.0	0	-0.1932	
ENSG00000000874	KMT236	0.71	0.0	0	-0.2922	COMPLEMENT_CASCADE
ENSG00000000875	CUL257	388.43	0.0	0	-0.4579	
ENSG00000000876	DYNC546	83.6	0.0	0	-1.8771	
ENSG00000000877	VCL312	6.33	0.0	0	0.5882	
ENSG00000000878	KRT339	128.83	0.0	0	-0.1656	
ENSG00000000879	SIRT121	16.18	0.0	0	0.1493	
ENSG00000000880	PPP2R288	1704.91	0.0	0	-1.4649	COMPLEMENT_CASCADE
ENSG00000000881	SLC633	2.97	0.0	0	0.5712	
ENSG00000000882	DUSP252	785.33	0.0	0	0.6154	DNA_REPAIR
ENSG00000000883	GRIN35	12.25	0.0	0	-0.115	
ENSG00000000884	SUZ228	0.38	0.0	0	-1.0747	AUTOPHAGY;PEROXISOME
ENSG00000000885	DNMT616	33.74	0.0	0	0.6219	FATTY_ACID_METABOLISM
ENSG00000000886	KRT92	72.85	0.0	0	-0.8978	DNA_REPAIR;MAPK_SIGNALING
ENSG00000000887	ZNF696	1.42	0.0	0	-0.8063	
ENSG00000000888	BRD253	67.93	0.0	0	0.2789	SPERMATOGENESIS
ENSG00000000889	SLC646	10.76	0.0	0	-0.3313	P53_SIGNALING
ENSG00000000890	EZH850	4.65	0.0	0	-0.3529	AUTOPHAGY
ENSG00000000891	DNMT509	11.7	0.0	0	0.0383	
ENSG00000000892	UGT881	40.69	0.0	0	-1.0026	
ENSG00000000893	ADAM821	23.77	0.0	0	0.2294	
ENSG00000000894	KIF850	22.31	0.0	0	-1.5144	COAGULATION
ENSG00000000895	ADAM540	2.1	0.0	0	-0.3917	
ENSG00000000896	FBXO631	123.14	0.0	0	0.2935	
ENSG00000000897	TUBB584	1792.42	0.0	0	0.7124	
ENSG00000000898	TLN287	466.12	0.0	0	0.2406	
ENSG00000000899	PLC650	25.89	0.0	0	-1.2598	CHOLESTEROL_HOMEOSTASIS;EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000900	DHX695	59.4	0.0	0	0.7857	
ENSG00000000901	ARF54	7.83	0.0	0	-0.2573	
ENSG00000000902	CACN607	534.48	0.0	0	0.6367	AUTOPHAGY
ENSG00000000903	SPARC	17.78	0.0	0	-0.5368	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000904	SMARC471	1888.84	0.0	0	-0.4488	PROTEIN_SECRETION
ENSG00000000905	TET408	6.18	0.0	0	2.2103	
ENSG00000000906	CACN722	71.98	0.0	0	-1.0895	IL6_JAK_STAT3_SIGNALING
ENSG00000000907	EZH176	3101.89	0.0	0	-0.3276	
ENSG00000000908	SCN741	2.52	0.0	0	-0.7285	
ENSG00000000909	EZH48	3088.04	0.0	0	-0.5013	INFLAMMATORY_RESPONSE
ENSG00000000910	SNX45	4.61	0.0	0	-0.1716	
ENSG00000000911	COL725	38.52	0.0	0	-0.5225	HYPOXIA
ENSG00000000912	GNA119	16.62	0.0	0	-1.2305	
ENSG00000000913	HTR700	216.23	0.0	0	-0.5773	ANGIOGENESIS
ENSG00000000914	SPTB576	12.69	0.0	0	-0.4771	EPITHELIAL_MESENCHYMAL_TRANSITION;NOTCH_SIGNALING
ENSG00000000915	GABR584	11.24	0.0	0	-0.5119	CHOLESTEROL_HOMEOSTASIS;COMPLEMENT_CASCADE;EPITHELIAL_MESENCHYMAL_TRANSITION;HEDGEHOG_SIGNALING
ENSG00000000916	TMEM703	0.16	0.0	0	-3.1279	
ENSG00000000917	KIF87	174.63	0.0	0	-0.6157	
ENSG00000000918	ANK866	880.28	0.0	0	0.4827	HYPOXIA;MRNA_SPLICING
ENSG00000000919	DUSP411	1.31	0.0	0	-1.8919	WNT_BETA_CATENIN_SIGNALING
ENSG00000000920	TMEM745	1140.49	0.0	0	0.8143	
ENSG00000000921	SEC594	184.31	0.0	0	-0.9357	MRNA_SPLICING
ENSG00000000922	KIF267	183.89	0.0	0	-0.0669	
ENSG00000000923	GABR689	66.84	0.0	0	-0.938	HEDGEHOG_SIGNALING
ENSG00000000924	TET366	139.56	0.0	0	-0.2312	
ENSG00000000925	PRKC523	197.14	0.0	0	-1.3	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000926	PXN4	20.18	0.0	0	-0.486	
ENSG00000000927	VPS664	2.93	0.0	0	0.3198	APOPTOSIS;INTERFERON_GAMMA_RESPONSE;WNT_BETA_CATENIN_SIGNALING
ENSG00000000928	KCN845	105.76	0.0	0	-0.6281	
ENSG00000000929	USP144	30.59	0.0	0	-0.0311	
ENSG00000000930	VPS579	42.03	0.0	0	-1.0532	
ENSG00000000931	MRPL368	69.93	0.0	0	-0.0266	ADIPOGENESIS
ENSG00000000932	ANK809	240.76	1.878	1	-0.2812	INFLAMMATORY_RESPONSE
ENSG00000000933	RPL487	0.4	0.0	0	1.1426	CHOLESTEROL_HOMEOSTASIS;MRNA_SPLICING
ENSG00000000934	SEC446	1365.35	0.0	0	-0.4705	
ENSG00000000935	HIST1H107	103.5	0.0	0	-0.8996	
ENSG00000000936	KDM682	4.09	0.0	0	0.5875	
ENSG00000000937	ARF879	167.31	0.0	0	-1.0419	HYPOXIA
ENSG00000000938	ADAM333	1.81	0.0	0	0.9769	P53_SIGNALING;UNFOLDED_PROTEIN_RESPONSE
ENSG00000000939	MAPK62	112.43	0.0	0	-1.3259	
ENSG00000000940	IL1B	0.11	0.0	0	-0.8674	APOPTOSIS
ENSG00000000941	PRKC733	13.28	0.0	0	0.4989	INTERFERON_GAMMA_RESPONSE;PI3K_AKT_MTOR_SIGNALING
ENSG00000000942	DNMT809	6.74	0.0	0	0.86	
ENSG00000000943	ADRB286	65.36	0.0	0	1.2615	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000944	PXN313	13.73	0.0	0	-0.2215	
ENSG00000000945	ANK321	31.74	0.0	0	-1.6297	WNT_BETA_CATENIN_SIGNALING
ENSG00000000946	PPP1R118	50.43	0.0	0	-0.531	DNA_REPAIR
ENSG00000000947	CCNB125	79.38	0.0	0	0.644	MYC_TARGETS
ENSG00000000948	ATAD671	4.02	0.0	0	-1.0846	APOPTOSIS
ENSG00000000949	KRT857	1277.79	0.0	0	-0.0024	INTERFERON_GAMMA_RESPONSE
ENSG00000000950	ABC311	146.39	0.0	0	-0.2484	
ENSG00000000951	PPP2R350	62.24	0.0	0	-0.7699	
ENSG00000000952	FBXO470	6.92	0.0	0	-0.2211	UNFOLDED_PROTEIN_RESPONSE;INTERFERON_ALPHA_RESPONSE
ENSG00000000953	USP68	28.41	0.0	0	0.0708	
ENSG00000000954	OR577	11.59	0.0	0	1.039	
ENSG00000000955	CDH2	210.81	1.5698	1	0.8406	TNFA_SIGNALING_VIA_NFKB
ENSG00000000956	RHO201	30.07	0.0	0	-0.6578	IL6_JAK_STAT3_SIGNALING
ENSG00000000957	RPS6KB1	119.52	1.587	1	0.5674	INFLAMMATORY_RESPONSE;SPERMATOGENESIS;REACTIVE_OXYGEN_SPECIES
ENSG00000000958	RAB11FIP565	3.59	0.0	0	-0.632	ESTROGEN_RESPONSE
ENSG00000000959	EIF388	1472.2	0.0	0	-0.8004	
ENSG00000000960	UGT329	586.53	0.0	0	0.2665	
ENSG00000000961	DNMT681	284.53	0.0	0	0.9157	
ENSG00000000962	MYD88	3050.02	-2.6342	1	0.2591	
ENSG00000000963	TOMM641	12.53	0.0	0	0.5899	COMPLEMENT_CASCADE
ENSG00000000964	SIRT83	9.53	0.0	0	1.4223	NOTCH_SIGNALING;ADIPOGENESIS
ENSG00000000965	ABC494	1.02	0.0	0	-0.7177	
ENSG00000000966	KMT2674	3.59	0.0	0	-0.594	
ENSG00000000967	HIST1H85	2356.34	0.0	0	-0.7488	DNA_REPAIR;WNT_BETA_CATENIN_SIGNALING;SPERMATOGENESIS
ENSG00000000968	KRT284	1.6	0.0	0	-1.412	
ENSG00000000969	ABC435	6.99	0.0	0	-1.0955	INTERFERON_ALPHA_RESPONSE
ENSG00000000970	ARID362	37.48	0.0	0	0.4047	
ENSG00000000971	OR323	11.97	0.0	0	0.9511	COMPLEMENT_CASCADE
ENSG00000000972	VCL677	69.24	0.0	0	-0.7108	
ENSG00000000973	SIRT337	31.93	0.0	0	-0.5574	INFLAMMATORY_RESPONSE;INTERFERON_ALPHA_RESPONSE;ANGIOGENESIS
ENSG00000000974	CUL882	32.86	0.0	0	0.7553	TGF_BETA_SIGNALING
ENSG00000000975	KIF699	62.83	0.0	0	0.7762	
ENSG00000000976	CCR7	47.42	1.7604	1	0.5456	DNA_REPAIR
ENSG00000000977	ARID143	24.2	0.0	0	-0.5302	
ENSG00000000978	ATAD465	28.05	0.0	0	-1.5181	PROTEIN_SECRETION
ENSG00000000979	HDAC292	133.15	0.0	0	0.2923	WNT_BETA_CATENIN_SIGNALING
ENSG00000000980	TET858	45.94	0.0	0	-0.2718	
ENSG00000000981	PPP2R477	5.63	0.0	0	1.1846	
ENSG00000000982	HTR513	11.3	0.0	0	-0.6268	
ENSG00000000983	PPP1R573	29.69	0.0	0	0.2707	
ENSG00000000984	ANAPC67	245.11	0.0	0	1.4782	IL6_JAK_STAT3_SIGNALING
ENSG00000000985	ABC597	2535.09	0.0	0	-1.4781	
ENSG00000000986	CYP163	203.15	0.0	0	-0.1288	
ENSG00000000987	BRD731	119.62	0.0	0	-1.6087	GLYCOLYSIS;UNFOLDED_PROTEIN_RESPONSE
ENSG00000000988	KMT254	231.95	0.0	0	-0.6573	
ENSG00000000989	PXN446	89.04	0.0	0	0.0775	
ENSG00000000990	TUBB829	20.29	0.0	0	2.0412	
ENSG00000000991	RAB11FIP398	48.18	0.0	0	-0.6864	PROTEIN_SECRETION
ENSG00000000992	VPS237	23.1	0.0	0	0.1612	
ENSG00000000993	SUZ852	52.34	0.0	0	0.4816	
ENSG00000000994	CYP707	715.86	0.0	0	1.4585	
ENSG00000000995	CACN823	17.73	0.0	0	-0.8239	INTERFERON_ALPHA_RESPONSE;EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000996	KMT2805	27.14	0.0	0	0.7704	CHOLESTEROL_HOMEOSTASIS;AUTOPHAGY;WNT_BETA_CATENIN_SIGNALING;RIBOSOME_BIOGENESIS
ENSG00000000997	RPL221	1.35	0.0	0	1.9007	NOTCH_SIGNALING;MRNA_SPLICING
ENSG00000000998	DDX803	2.52	0.0	0	0.6575	
ENSG00000000999	CYP842	177.13	0.0	0	0.4159	MAPK_SIGNALING;ESTROGEN_RESPONSE;MRNA_SPLICING
ENSG00000001000	KDM736	15.0	0.0	0	0.006	E2F_TARGETS
ENSG00000001001	GABR668	3.0	0.0	0	0.0407	
ENSG00000001002	DRD392	65.22	-0.9632	1	-0.7268	CELL_CYCLE_G2M_CHECKPOINT;INFLAMMATORY_RESPONSE
ENSG00000001003	PXN229	78.32	0.0	0	-0.5088	APOPTOSIS
ENSG00000001004	CYP602	180.54	1.2624	1	0.2859	INFLAMMATORY_RESPONSE;PI3K_AKT_MTOR_SIGNALING
ENSG00000001005	GNA136	79.88	0.0	0	-1.0608	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000001006	TIMM43	27.42	0.0	0	1.2047	
ENSG00000001007	RAD51	15.22	0.0	0	0.7239	
ENSG00000001008	MRPL525	24.82	0.0	0	-1.1549	NOTCH_SIGNALING;XENOBIOTIC_METABOLISM
ENSG00000001009	H2AF743	7.32	0.0	0	0.1559	ANDROGEN_RESPONSE
ENSG00000001010	COPB727	15.73	0.0	0	-0.0379	FATTY_ACID_METABOLISM
ENSG00000001011	KIF53	949.73	1.7895	1	0.5771	INTERFERON_ALPHA_RESPONSE;HYPOXIA
ENSG00000001012	ANK476	128.44	0.0	0	0.7605	GLYCOLYSIS;DNA_REPAIR
ENSG00000001013	CUL103	201.15	0.0	0	-0.209	
ENSG00000001014	KCN599	573.19	0.0	0	-0.0686	P53_SIGNALING;PROTEIN_SECRETION
ENSG00000001015	TUBB251	81.81	0.0	0	0.6632	
ENSG00000001016	TRIM670	6.78	0.0	0	-0.8232	EPITHELIAL_MESENCHYMAL_TRANSITION;MRNA_SPLICING
ENSG00000001017	RHO427	180.55	0.0	0	-1.2812	GLYCOLYSIS
ENSG00000001018	ATAD407	4.03	0.0	0	-0.3884	APOPTOSIS;INTERFERON_ALPHA_RESPONSE;PI3K_AKT_MTOR_SIGNALING
ENSG00000001019	CDC183	4.39	0.0	0	-0.3704	E2F_TARGETS
ENSG00000001020	HES1	283.83	0.0	0	1.0762	SPERMATOGENESIS
ENSG00000001021	KRT589	229.65	0.0	0	0.6605	
ENSG00000001022	KDM827	37.32	0.0	0	-0.2253	
ENSG00000001023	ANK201	19.83	0.0	0	-1.1505	HEDGEHOG_SIGNALING
ENSG00000001024	SCN161	289.69	0.0	0	-0.5592	E2F_TARGETS;MYOGENESIS
ENSG00000001025	MRPL776	13.41	0.0	0	0.187	AUTOPHAGY
ENSG00000001026	SERPINE1	1.67	0.0	0	1.0493	
ENSG00000001027	MAPK810	51.19	0.0	0	-0.7206	MAPK_SIGNALING
ENSG00000001028	H2AF119	0.66	0.0	0	-1.1053	
ENSG00000001029	SKP73	193.36	0.0	0	1.3503	HYPOXIA;MAPK_SIGNALING;PROTEIN_SECRETION
ENSG00000001030	MYO580	63.13	0.0	0	-1.1219	CELL_CYCLE_G2M_CHECKPOINT
ENSG00000001031	TMEM791	12.97	0.0	0	-1.1569	XENOBIOTIC_METABOLISM
ENSG00000001032	KRT487	478.8	0.0	0	-0.5305	
ENSG00000001033	RNF550	25.26	0.0	0	-1.2109	DNA_REPAIR
ENSG00000001034	DDX222	19.28	0.0	0	-0.3959	UNFOLDED_PROTEIN_RESPONSE;MAPK_SIGNALING
ENSG00000001035	VCL292	60.23	0.0	0	1.1321	
ENSG00000001036	PPP2R647	40.83	0.0	0	-0.6657	AUTOPHAGY
ENSG00000001037	SNX835	58.24	0.0	0	-0.3348	
ENSG00000001038	HIST1H460	1.5	0.0	0	-0.104	ADIPOGENESIS
ENSG00000001039	VPS691	1.88	0.0	0	1.2355	WNT_BETA_CATENIN_SIGNALING;RIBOSOME_BIOGENESIS
ENSG00000001040	SPTB660	28.94	0.0	0	-0.3189	
ENSG00000001041	DNMT781	0.91	0.0	0	-0.0717	TGF_BETA_SIGNALING
ENSG00000001042	CASP3	1.67	0.0	0	0.209	ANGIOGENESIS
ENSG00000001043	COL840	66.36	0.0	0	0.4285	
ENSG00000001044	EZH130	39.12	0.0	0	0.0891	DNA_REPAIR;PI3K_AKT_MTOR_SIGNALING
ENSG00000001045	MAPK281	0.5	0.0	0	0.7663	
ENSG00000001046	DDX457	2.78	0.0	0	-0.2022	
ENSG00000001047	H2AF830	46.26	0.0	0	-0.5483	IL6_JAK_STAT3_SIGNALING;COAGULATION
ENSG00000001048	CCNB461	8.47	0.0	0	-0.9748	PROTEIN_SECRETION
ENSG00000001049	TET9	130.35	0.0	0	1.6695	P53_SIGNALING;MAPK_SIGNALING;SPERMATOGENESIS
ENSG00000001050	EIF514	0.44	0.0	0	-0.8504	DNA_REPAIR;MAPK_SIGNALING
ENSG00000001051	IGF1	1.53	0.0	0	-0.0742	COAGULATION;MYC_TARGETS;REACTIVE_OXYGEN_SPECIES
ENSG00000001052	TUBB636	16.89	0.0	0	-0.2275	
ENSG00000001053	MYO312	1.52	0.0	0	-0.2745	XENOBIOTIC_METABOLISM
ENSG00000001054	CUL507	15.04	0.0	0	1.0664	EPITHELIAL_MESENCHYMAL_TRANSITION;EXTRACELLULAR_MATRIX_ORGANIZATION;PROTEIN_SECRETION
ENSG00000001055	HDAC171	27.27	0.0	0	-0.466	P53_SIGNALING
ENSG00000001056	UBE2149	62.67	0.0	0	-1.5212	
ENSG00000001057	VPS808	32.79	0.0	0	-0.1711	
ENSG00000001058	MRPL442	94.46	0.0	0	0.4312	
ENSG00000001059	KMT2693	244.67	0.0	0	0.7784	
ENSG00000001060	AXIN2	843.81	2.4952	1	0.2029	INFLAMMATORY_RESPONSE
ENSG00000001061	PRKC130	236.48	0.0	0	0.0518	
ENSG00000001062	ANK120	7.74	0.0	0	0.3312	
ENSG00000001063	KRT697	3.96	0.0	0	-0.7733	
ENSG00000001064	G6PD	32.05	2.3538	1	-0.9967	TNFA_SIGNALING_VIA_NFKB
ENSG00000001065	GRIN141	36.83	0.0	0	0.2207	
ENSG00000001066	SCN887	52.03	0.0	0	-0.0569	OXIDATIVE_PHOSPHORYLATION
ENSG00000001067	EZH521	98.99	0.0	0	-0.7401	
ENSG00000001068	UGT872	160.7	0.0	0	0.3814	
ENSG00000001069	CDC757	68.75	0.0	0	0.1426	PI3K_AKT_MTOR_SIGNALING
ENSG00000001070	DRD505	66.63	0.0	0	0.172	INTERFERON_ALPHA_RESPONSE;IL6_JAK_STAT3_SIGNALING
ENSG00000001071	USP444	323.1	0.0	0	-1.6196	
ENSG00000001072	MRPS585	68.87	0.0	0	-0.4234	
ENSG00000001073	ZNF837	24.8	0.0	0	-0.525	
ENSG00000001074	DDX661	4.23	0.0	0	-0.4767	SPERMATOGENESIS
ENSG00000001075	SKP516	12.06	0.0	0	-0.1435	
ENSG00000001076	HIST1H66	8.08	0.0	0	-0.1323	SPERMATOGENESIS
ENSG00000001077	PPP1R769	38.58	0.0	0	-1.782	
ENSG00000001078	ARF819	68.49	0.0	0	0.0452	
ENSG00000001079	TRIM825	119.93	0.0	0	0.2938	P53_SIGNALING;EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000001080	ADRB349	7.88	0.0	0	-0.4835	
ENSG00000001081	SKP377	71.85	-1.2792	1	0.1853	TNFA_SIGNALING_VIA_NFKB
ENSG00000001082	HDAC689	11.21	0.0	0	-0.5945	
ENSG00000001083	CCNB670	220.57	0.0	0	0.5962	ESTROGEN_RESPONSE
ENSG00000001084	SUZ304	67.74	0.0	0	-0.2997	
ENSG00000001085	CYP898	61.37	0.0	0	-0.0724	COMPLEMENT_CASCADE
ENSG00000001086	VPS847	13.2	0.0	0	0.2493	MRNA_SPLICING
ENSG00000001087	ACTN759	130.17	0.0	0	0.5592	
ENSG00000001088	TUBB782	5.46	0.0	0	-0.0946	
ENSG00000001089	ARID101	12.71	0.0	0	-0.651	DNA_REPAIR
ENSG00000001090	SDHA	55.98	-1.6889	1	0.5343	AUTOPHAGY
ENSG00000001091	GNA122	12.41	0.0	0	-0.2842	OXIDATIVE_PHOSPHORYLATION;INFLAMMATORY_RESPONSE;IL6_JAK_STAT3_SIGNALING;XENOBIOTIC_METABOLISM
ENSG00000001092	PRKC277	4.75	0.0	0	0.0779	WNT_BETA_CATENIN_SIGNALING;NOTCH_SIGNALING;PI3K_AKT_MTOR_SIGNALING
ENSG00000001093	ABC554	6.05	0.0	0	0.3194	EXTRACELLULAR_MATRIX_ORGANIZATION;TGF_BETA_SIGNALING;SPERMATOGENESIS;REACTIVE_OXYGEN_SPECIES
ENSG00000001094	MYO619	22.0	0.0	0	0.2349	
ENSG00000001095	H2AF671	84.98	0.0	0	-0.3996	ADIPOGENESIS
ENSG00000001096	UBE2628	20.67	0.0	0	0.1045	
ENSG00000001097	TUBB394	52.77	0.0	0	-1.1114	PI3K_AKT_MTOR_SIGNALING;ADIPOGENESIS
ENSG00000001098	ARID102	39.6	0.0	0	-0.5147	
ENSG00000001099	TRIM492	536.87	0.0	0	-1.2245	NOTCH_SIGNALING
ENSG00000001100	KRT896	108.46	0.0	0	-0.375	
ENSG00000001101	LDHB	105.25	1.9631	1	-0.1777	
ENSG00000001102	ADRB108	11.86	0.0	0	1.1993	
ENSG00000001103	PRKC626	371.27	0.0	0	0.6997	CHOLESTEROL_HOMEOSTASIS
ENSG00000001104	MAPK421	43.81	0.0	0	-0.9983	
