gene_id	gene_symbol	mean_expression	log2_fold_change	t_statistic	pvalue	padj
ENSG00000003276	GNA706	4.1936	0.8803	1.3246	0.2081156546036419	0.8162125868124561
ENSG00000002414	RPL563	7.056	-0.5272	-1.3263	0.20755587771149545	0.8162125868124561
ENSG00000002424	DYNC179	2.0396	0.7086	1.3223	0.20887660238057715	0.8162125868124561
ENSG00000000096	EZH636	9.1975	-0.285	-1.3258	0.20774126683077293	0.8162125868124561
ENSG00000002801	DRD526	6.4262	-0.418	-1.3208	0.2093499638029122	0.8172417844743574
ENSG00000003265	MMP784	1.804	-0.9245	-1.3181	0.21024040780527314	0.8187823156809293
ENSG00000000781	GNA541	7.388	-0.3534	-1.3185	0.21008445828287592	0.8187823156809293
ENSG00000002228	MAPK413	3.0465	0.9008	1.3163	0.21079647490038314	0.8187823156809293
ENSG00000001670	EZH143	3.5719	0.6424	1.3172	0.21050543402438118	0.8187823156809293
ENSG00000003549	PLC229	9.551	-0.1542	-1.3168	0.21065849780224508	0.8187823156809293
ENSG00000002515	USP600	4.2467	-0.6177	-1.3154	0.21111534995431055	0.8192033320260983
ENSG00000000774	ABC818	7.9683	0.3168	1.3107	0.21264986089355345	0.8195173133305684
ENSG00000002625	MMP366	4.7868	0.5003	1.3087	0.21328505216979238	0.8195173133305684
ENSG00000002913	ANK667	5.399	-0.4929	-1.3109	0.21257528146887628	0.8195173133305684
ENSG00000000421	SUZ202	4.1336	-0.6571	-1.3114	0.21240448736292938	0.8195173133305684
ENSG00000000885	DNMT616	5.1158	0.3882	1.3094	0.21306620747665864	0.8195173133305684
ENSG00000002654	H2AF433	2.6645	0.7194	1.3087	0.21330191120345987	0.8195173133305684
ENSG00000003288	ADAM653	4.0497	0.4347	1.314	0.21157085435425277	0.8195173133305684
ENSG00000000443	HDAC102	2.0777	-0.6204	-1.3105	0.21269953218539867	0.8195173133305684
ENSG00000000485	KCN110	4.692	-0.5173	-1.3104	0.2127513718644335	0.8195173133305684
ENSG00000002395	CACN737	9.0978	-0.3428	-1.3104	0.21274390084529726	0.8195173133305684
ENSG00000001627	DNMT146	4.2706	0.4765	1.3069	0.21389064346215073	0.820159984585902
ENSG00000000911	COL725	4.9609	-0.7537	-1.3072	0.21380681572618987	0.820159984585902
ENSG00000000536	TIMM628	6.9874	-0.42	-1.3044	0.2147093910340813	0.8207434335264026
ENSG00000002101	RAB11FIP627	3.9961	-0.6832	-1.2987	0.21660099203938238	0.8207434335264026
ENSG00000003149	TIMM471	5.9201	-0.5373	-1.3027	0.21529445311399192	0.8207434335264026
ENSG00000003283	ZNF224	1.2088	-0.8685	-1.3	0.21618750550677013	0.8207434335264026
ENSG00000004027	KCN882	3.6734	0.4245	1.3033	0.2150764423498908	0.8207434335264026
ENSG00000000395	SUZ83	6.5289	-0.6149	-1.3008	0.21590689947443117	0.8207434335264026
ENSG00000002489	EIF868	3.5064	-0.6229	-1.3004	0.21603121490337246	0.8207434335264026
ENSG00000000030	ZNF424	4.828	0.4953	1.2991	0.2164791323766707	0.8207434335264026
ENSG00000000503	ADRB142	6.1801	0.4742	1.2969	0.21720599602574375	0.8207434335264026
ENSG00000000986	CYP163	7.5854	-0.2342	-1.2993	0.21642701546599952	0.8207434335264026
ENSG00000003102	HTR542	5.9191	0.2774	1.304	0.2148612980636937	0.8207434335264026
ENSG00000002668	MYO5	8.4885	-0.2495	-1.2982	0.21676473458509982	0.8207434335264026
ENSG00000002687	SCN584	6.5608	0.6269	1.2978	0.216915143032269	0.8207434335264026
ENSG00000001586	ARF65	1.2674	-0.7374	-1.2973	0.2170840719741196	0.8207434335264026
ENSG00000000396	MAPK269	7.0896	0.2881	1.3037	0.21493862510540038	0.8207434335264026
ENSG00000002951	EZH439	3.6176	-0.7348	-1.2941	0.21815239838894612	0.8221853368591643
ENSG00000000709	DRD839	7.4661	0.2955	1.294	0.21819523260486032	0.8221853368591643
ENSG00000003863	DDX887	6.6849	-0.3336	-1.2938	0.21825156394577416	0.8221853368591643
ENSG00000001876	PPP2R191	2.2056	-0.8587	-1.2933	0.21843258949444394	0.8221853368591643
ENSG00000002553	CUL880	1.2804	0.6037	1.2923	0.21874644689921197	0.8222968486365079
ENSG00000001124	KIF619	2.0308	-0.7097	-1.2919	0.2188847726586388	0.8222968486365079
ENSG00000001645	TOMM578	5.9063	-0.6269	-1.2902	0.21946480669824264	0.8227354925429659
ENSG00000003801	SEC496	2.1643	-0.7862	-1.2902	0.21944986645670211	0.8227354925429659
ENSG00000003753	MRPS489	2.3424	0.7342	1.2897	0.21963570831247214	0.8227354925429659
ENSG00000001198	KMT2509	1.5063	0.7814	1.2849	0.22126594260575264	0.8234765382923477
ENSG00000000082	PRKC52	7.207	-0.3518	-1.2857	0.22099084203974245	0.8234765382923477
ENSG00000002286	SMARC739	8.219	-0.2857	-1.2881	0.22016202831791115	0.8234765382923477
ENSG00000002798	COPB767	4.0566	-0.567	-1.286	0.22089302395050195	0.8234765382923477
ENSG00000000563	ARF415	1.8443	0.6515	1.287	0.2205501768341915	0.8234765382923477
ENSG00000001979	ZNF437	6.9269	0.3776	1.2849	0.22124984961234545	0.8234765382923477
ENSG00000002282	RAB11FIP517	3.6537	-0.9266	-1.2847	0.22131460921217772	0.8234765382923477
ENSG00000003507	SKP769	6.1304	-0.3623	-1.2837	0.2216608093331445	0.8239769531276011
ENSG00000001924	KMT263	6.5825	0.3365	1.28	0.2229079001953224	0.8275715748479919
ENSG00000003598	UGT473	1.7903	-0.7558	-1.2796	0.22305307862680976	0.8275715748479919
ENSG00000000414	RAB779	7.4348	0.2952	1.2779	0.22362398655744212	0.8287361113906796
ENSG00000004083	PRKC13	6.8715	0.5121	1.2774	0.22379281939147078	0.8287361113906796
ENSG00000000107	ARID635	8.6753	-0.3247	-1.276	0.224286441081476	0.8297745519858408
ENSG00000002592	ANAPC109	3.3862	-0.7096	-1.2754	0.22450094643721252	0.8297793765751483
ENSG00000000474	MRPS433	4.862	0.6635	1.2716	0.2257818916971967	0.8337221275953411
ENSG00000000270	ANK332	4.9339	0.6137	1.271	0.2260064962785631	0.8337604583091636
ENSG00000003841	MAPK25	1.3929	-0.6332	-1.2686	0.22682999893210276	0.8338899274416506
ENSG00000000978	ATAD465	3.7098	-0.6484	-1.2686	0.22682021403848898	0.8338899274416506
ENSG00000002677	SNX388	1.4636	-0.5414	-1.2699	0.22636419007402842	0.8338899274416506
ENSG00000000595	ARID515	2.1949	-0.7152	-1.2678	0.22711287849130257	0.8338899274416506
ENSG00000003177	ARF341	1.3588	-0.732	-1.268	0.22705267795071307	0.8338899274416506
ENSG00000000711	RPS343	1.9515	-0.6903	-1.2668	0.22745974792934692	0.8343428700985184
ENSG00000003059	BRD394	1.8124	0.6605	1.2656	0.2278793604611318	0.8343428700985184
ENSG00000002678	ADRB749	6.3954	-0.3629	-1.2656	0.22786793259466007	0.8343428700985184
ENSG00000000792	GRIN215	4.843	-0.4986	-1.2645	0.22825372653925685	0.8349281049725448
ENSG00000002899	TMEM742	4.2904	0.5518	1.2633	0.22867034543310466	0.8356666520428576
ENSG00000003246	ACTN796	8.1335	0.2847	1.2607	0.22956904757638583	0.83746956426503
ENSG00000000227	GABR814	3.7348	0.8077	1.2606	0.22959404549609125	0.83746956426503
ENSG00000000990	TUBB829	5.295	-0.7305	-1.2574	0.23071408482472897	0.8378717294984657
ENSG00000002819	GABR101	1.4679	-0.58	-1.2516	0.23276012591444778	0.8378717294984657
ENSG00000000926	PXN4	3.6922	-0.6778	-1.2527	0.23236905164478805	0.8378717294984657
ENSG00000002918	PPP2R561	7.5248	-0.3438	-1.2549	0.23162283228289082	0.8378717294984657
ENSG00000001302	PPP2R650	4.5887	0.4116	1.2492	0.2336212521268146	0.8378717294984657
ENSG00000000685	RHO858	6.7387	-0.3798	-1.2518	0.23268145261936587	0.8378717294984657
ENSG00000003256	ANK390	7.6704	0.2926	1.2579	0.23056236355656423	0.8378717294984657
ENSG00000001405	TET212	4.4374	0.6452	1.2559	0.23125089550082806	0.8378717294984657
ENSG00000001691	HTR560	10.8074	-0.2876	-1.2548	0.23164483878874645	0.8378717294984657
ENSG00000003963	TLN728	1.5405	-0.6338	-1.254	0.23193399043890908	0.8378717294984657
ENSG00000002283	RAB11FIP273	6.8666	0.4531	1.257	0.23087564611894773	0.8378717294984657
ENSG00000000802	KRT159	10.6791	-0.2994	-1.2488	0.2337738421553599	0.8378717294984657
ENSG00000003504	ADAM874	4.4877	-0.5709	-1.25	0.23334460076402005	0.8378717294984657
ENSG00000000379	NR5A2	5.6907	0.3658	1.2487	0.2337946295568689	0.8378717294984657
ENSG00000002394	H2AF294	2.6431	0.8936	1.2532	0.23220840373486257	0.8378717294984657
ENSG00000001804	CDC71	9.072	-0.3353	-1.2559	0.23125836650353784	0.8378717294984657
ENSG00000000512	KMT2268	2.4454	0.7188	1.2597	0.22992737279602585	0.8378717294984657
ENSG00000002716	HDAC681	2.7351	0.8244	1.2511	0.23295792779139762	0.8378717294984657
ENSG00000003719	KMT28	5.4577	0.402	1.2487	0.23378813092151499	0.8378717294984657
ENSG00000000927	VPS664	1.8986	0.5667	1.2463	0.23465234906373278	0.8390154444982617
ENSG00000002902	SLC516	7.7428	-0.403	-1.246	0.2347604879390049	0.8390154444982617
ENSG00000002881	DYNC482	2.657	-0.8203	-1.2467	0.2345050844847355	0.8390154444982617
ENSG00000001159	ANK556	12.1276	0.2301	1.245	0.23511188147719092	0.8395004061552541
ENSG00000000598	SNX779	2.7923	0.7699	1.2409	0.23657624331139784	0.8439548478166456
ENSG00000000809	ATAD283	5.2689	0.7192	1.2389	0.2372895724685999	0.844649381938597
ENSG00000000072	SUZ500	4.5833	-0.427	-1.2385	0.23742199995910201	0.844649381938597
ENSG00000003242	DDX268	7.2468	0.3317	1.2388	0.23731894505036955	0.844649381938597
ENSG00000000882	DUSP252	9.79	-0.3162	-1.2365	0.23814354871958654	0.8457197147523277
ENSG00000000103	TET674	5.5823	0.4054	1.2365	0.2381574530751673	0.8457197147523277
ENSG00000004003	SCN575	7.238	0.3059	1.2186	0.24464486341495295	0.8477038349555408
ENSG00000003885	KRT870	1.8451	-0.6224	-1.2279	0.24126142078542612	0.8477038349555408
ENSG00000001575	HDAC516	2.7283	0.5583	1.2319	0.23981791807820071	0.8477038349555408
ENSG00000000167	FBXO782	6.6477	-0.3607	-1.217	0.24525039007192675	0.8477038349555408
ENSG00000003888	MT-CO3	14.971	0.2823	1.2302	0.24040282386196193	0.8477038349555408
ENSG00000001894	ATAD141	3.6924	-0.8633	-1.223	0.24305529590901404	0.8477038349555408
ENSG00000003941	GNA548	2.8478	-0.8605	-1.2185	0.24469723855932418	0.8477038349555408
ENSG00000001784	PPP2R474	5.6461	-0.3305	-1.2221	0.24337851140501915	0.8477038349555408
ENSG00000003702	HTR444	2.8614	-0.6025	-1.2307	0.24024667002600542	0.8477038349555408
ENSG00000003429	RNF233	6.2044	-0.4277	-1.2233	0.24291816959715817	0.8477038349555408
ENSG00000002330	ABC104	7.5521	0.3603	1.222	0.24341572569315492	0.8477038349555408
ENSG00000000560	BRD508	6.8305	-0.3878	-1.2259	0.24199699688471468	0.8477038349555408
ENSG00000003530	DHX246	7.5148	0.2977	1.2178	0.24493188474657993	0.8477038349555408
ENSG00000003498	CHRM313	7.1961	0.2457	1.2182	0.24479445776857062	0.8477038349555408
ENSG00000002355	KIF90	12.285	-0.3014	-1.2324	0.23962988196043888	0.8477038349555408
ENSG00000000387	PLC629	4.1447	-0.4317	-1.2234	0.24289954622645513	0.8477038349555408
ENSG00000002004	ABC486	4.8257	0.5856	1.2175	0.2450694244847046	0.8477038349555408
ENSG00000000677	TLN748	3.9602	-0.5228	-1.2255	0.2421125610963548	0.8477038349555408
ENSG00000001420	PLC609	7.5906	0.3504	1.226	0.24193022326638206	0.8477038349555408
ENSG00000003354	PXN576	6.3816	0.3667	1.229	0.2408621651738968	0.8477038349555408
ENSG00000000704	VPS206	1.9083	-0.7132	-1.2305	0.2403261407196836	0.8477038349555408
ENSG00000002745	EIF328	5.0869	0.5452	1.2177	0.24498036226049372	0.8477038349555408
ENSG00000004122	TOMM360	2.2019	-0.9533	-1.2227	0.24316026016174816	0.8477038349555408
ENSG00000001660	GABR342	5.1516	-0.4964	-1.2197	0.24425813891939238	0.8477038349555408
ENSG00000004179	MAPK508	5.068	0.4148	1.2249	0.24235933339913912	0.8477038349555408
ENSG00000001644	SUZ218	1.5031	0.6388	1.2231	0.24299182137152026	0.8477038349555408
ENSG00000002969	MAPK879	3.9072	-0.3994	-1.2185	0.24469280831547563	0.8477038349555408
ENSG00000002851	IL6	5.7187	0.6352	1.2182	0.24480463626415033	0.8477038349555408
ENSG00000000743	VCL78	7.6695	-0.2803	-1.2331	0.2393742541058797	0.8477038349555408
ENSG00000002163	CCNB478	6.4179	0.4346	1.2299	0.240514474788454	0.8477038349555408
ENSG00000003404	MRPS835	5.0147	0.461	1.2143	0.24623806686983146	0.8490445130847974
ENSG00000001069	CDC757	6.0362	0.49	1.2141	0.24629271718210083	0.8490445130847974
ENSG00000000670	CCNB381	1.9353	-0.8647	-1.2148	0.24605935299562445	0.8490445130847974
ENSG00000003783	ARF230	2.7068	-0.7642	-1.2092	0.24811425517960645	0.8494842344970627
ENSG00000001283	SKP635	4.8346	-0.5065	-1.2092	0.24811947171858287	0.8494842344970627
ENSG00000002777	SMARC876	2.2232	0.6918	1.212	0.24708037724771117	0.8494842344970627
ENSG00000000671	DDX512	5.5686	0.3872	1.2095	0.24801321625439943	0.8494842344970627
ENSG00000003971	RPL336	8.3744	0.4073	1.2121	0.24703454219869142	0.8494842344970627
ENSG00000003680	USP198	8.0452	-0.3344	-1.2091	0.24814252713399412	0.8494842344970627
ENSG00000003393	MRPL174	4.7096	-0.5795	-1.2106	0.24761040328812367	0.8494842344970627
ENSG00000001776	FBXO877	8.6941	-0.3276	-1.2091	0.24816638607994868	0.8494842344970627
ENSG00000001649	KRT323	6.6227	-0.3075	-1.205	0.24966452732256592	0.8500911441243224
ENSG00000004141	TIMM246	8.5526	-0.2779	-1.2048	0.24976951968942726	0.8500911441243224
ENSG00000001065	GRIN141	4.9952	0.4854	1.2039	0.2500910483099561	0.8500911441243224
ENSG00000001535	RHO711	7.9968	0.2769	1.205	0.24968289450547976	0.8500911441243224
ENSG00000003782	ANK631	5.1953	0.4892	1.2066	0.24907978868497677	0.8500911441243224
ENSG00000002288	KCN686	8.6124	-0.2065	-1.2059	0.24935264193042753	0.8500911441243224
ENSG00000002419	MAPK698	3.092	0.615	1.2064	0.24916367830014996	0.8500911441243224
ENSG00000003489	CTNNB1	3.4889	0.7588	1.2041	0.25001480976755885	0.8500911441243224
ENSG00000000020	MRPS449	5.9001	0.5106	1.2015	0.25100324669504054	0.8521847064824589
ENSG00000000034	DNMT385	3.4777	0.5588	1.2011	0.2511448762423896	0.8521847064824589
ENSG00000002710	SIRT631	3.2979	0.7072	1.2004	0.2513954938574543	0.8522920401508817
ENSG00000001509	KDM521	6.4362	-0.3983	-1.1994	0.251771715492061	0.8523700572050417
ENSG00000000544	KDM705	7.8824	0.4236	1.1992	0.2518565174167004	0.8523700572050417
ENSG00000000538	HIST1H82	1.2112	-0.6802	-1.1953	0.25330797022315404	0.853935020124146
ENSG00000004026	KIF197	4.5348	0.5903	1.1955	0.2532437053233429	0.853935020124146
ENSG00000004185	RHO576	1.698	-0.7279	-1.1972	0.2525898740540771	0.853935020124146
ENSG00000003008	KDM575	4.5843	-0.4544	-1.1967	0.25278849204299353	0.853935020124146
ENSG00000002487	MMP181	7.1486	0.3314	1.195	0.2534159682023095	0.853935020124146
ENSG00000000284	DYNC780	7.9981	0.3861	1.1931	0.2541669184525123	0.8542466723809826
ENSG00000003138	SNX885	3.8227	0.5176	1.1935	0.2540136116128771	0.8542466723809826
ENSG00000001194	USP633	4.9814	0.4132	1.1934	0.25404384823877585	0.8542466723809826
ENSG00000000509	FBXO597	6.569	-0.4422	-1.19	0.2553240847779881	0.8571250520246628
ENSG00000003392	BRD93	6.939	-0.4325	-1.1896	0.2554637873454802	0.8571250520246628
ENSG00000001506	GNA769	6.2828	0.4361	1.1881	0.2560420022186757	0.8583251271620033
ENSG00000001758	VCL68	7.7613	0.437	1.1875	0.25627630167768317	0.8583712273059749
ENSG00000003581	KIF323	4.4954	0.7051	1.1848	0.25731507645632423	0.8601463619904184
ENSG00000003993	VPS501	5.4072	-0.557	-1.1844	0.25746929900278454	0.8601463619904184
ENSG00000000464	EIF175	6.8924	0.261	1.1851	0.2572074914846999	0.8601463619904184
ENSG00000003639	HDAC15	1.7894	-0.5141	-1.1781	0.2598715481478561	0.8615583051896843
ENSG00000002492	GABR823	2.0645	-0.5926	-1.1749	0.2611144836554577	0.8615583051896843
ENSG00000000441	TOMM348	4.8392	0.4631	1.1733	0.2617182097700083	0.8615583051896843
ENSG00000001200	RNF281	3.4493	-0.8935	-1.1814	0.2585907128146763	0.8615583051896843
ENSG00000004197	H2AF710	7.2165	0.3055	1.1738	0.26154799355403585	0.8615583051896843
ENSG00000001132	PRKC135	9.6789	0.288	1.1773	0.26016913426921856	0.8615583051896843
ENSG00000002371	ZNF215	4.4371	-0.5768	-1.1814	0.2585902757452362	0.8615583051896843
ENSG00000003814	GRIN119	5.3979	-0.3664	-1.1738	0.2615319100740746	0.8615583051896843
ENSG00000003728	KMT2443	4.2384	-0.7088	-1.1808	0.258825521154209	0.8615583051896843
ENSG00000000325	CYP820	5.2004	-0.3751	-1.1784	0.2597433461613419	0.8615583051896843
ENSG00000004084	TIMM560	7.2864	0.2728	1.1737	0.26156296869746953	0.8615583051896843
ENSG00000000312	SUZ848	1.055	0.5134	1.1737	0.2615812865157814	0.8615583051896843
ENSG00000003355	KDM195	1.0776	0.4823	1.1731	0.2618113694608017	0.8615583051896843
ENSG00000001014	KCN599	8.9371	0.1612	1.1793	0.25940254631704385	0.8615583051896843
ENSG00000001010	COPB727	3.4353	0.5504	1.1729	0.26187653521053356	0.8615583051896843
ENSG00000000777	HIST1H445	3.3143	-0.8267	-1.1749	0.26111437997730347	0.8615583051896843
ENSG00000001632	PTEN	4.5054	-0.5125	-1.1766	0.2604316216720084	0.8615583051896843
ENSG00000000842	GRIN140	6.1024	-0.2511	-1.1824	0.25822065539844086	0.8615583051896843
ENSG00000002869	UBE2467	5.455	0.3287	1.1722	0.2621433508135309	0.8617077038566404
ENSG00000003892	HTR439	4.8507	-0.741	-1.1715	0.26243216904445016	0.8619291155451477
ENSG00000001167	BRD631	1.9853	0.4765	1.1609	0.2665604584379289	0.8631225117326886
ENSG00000004144	SUZ370	9.3269	0.2635	1.1689	0.26343253500041686	0.8631225117326886
ENSG00000002770	DRD750	3.3861	-0.4519	-1.1669	0.2642271013334322	0.8631225117326886
ENSG00000003948	ANK167	7.7242	-0.3181	-1.1622	0.26603566178238763	0.8631225117326886
ENSG00000003830	BAK1	3.5491	-0.6743	-1.1623	0.2660046319764309	0.8631225117326886
ENSG00000001764	H2AF44	7.0809	0.4405	1.162	0.2661262176455524	0.8631225117326886
ENSG00000001105	SIRT729	8.5265	-0.3047	-1.1583	0.26757500586311517	0.8631225117326886
ENSG00000001108	TP53	3.1228	0.546	1.1606	0.26668962955397607	0.8631225117326886
ENSG00000000415	DRD280	4.7502	-0.3056	-1.1581	0.26767442745666886	0.8631225117326886
ENSG00000003023	KIF41	4.5442	-0.5705	-1.1599	0.26694629764154737	0.8631225117326886
ENSG00000003684	COPB105	6.0393	0.3036	1.1682	0.2637175947001127	0.8631225117326886
ENSG00000000829	KIF652	1.5717	-0.6714	-1.1586	0.26746466050923917	0.8631225117326886
ENSG00000003872	SUZ312	1.8689	0.5164	1.1629	0.2657574467381761	0.8631225117326886
ENSG00000001538	DUSP344	1.5739	-0.5202	-1.1609	0.26656537475458847	0.8631225117326886
ENSG00000003721	KDM507	9.7151	-0.3003	-1.1594	0.2671477477865063	0.8631225117326886
ENSG00000001544	DYNC845	5.7267	-0.5516	-1.1618	0.26619186704296677	0.8631225117326886
ENSG00000001654	RPL825	1.8782	0.5602	1.1623	0.26601399522380176	0.8631225117326886
ENSG00000000093	ANAPC121	2.2446	0.8203	1.1595	0.2671020665732506	0.8631225117326886
ENSG00000001137	PRKC195	7.1239	-0.3895	-1.1586	0.2674564537584432	0.8631225117326886
ENSG00000001191	GABR245	4.2558	-0.7167	-1.1691	0.2633687470896394	0.8631225117326886
ENSG00000000708	ABC215	6.2105	0.4646	1.1642	0.26527987332025665	0.8631225117326886
ENSG00000003428	UBE2286	3.9908	-0.7073	-1.1618	0.26619650193692496	0.8631225117326886
ENSG00000001305	RPS462	3.6051	0.7859	1.1557	0.2685850347400079	0.8641570726150963
ENSG00000003891	ACTN269	5.8098	-0.4836	-1.1565	0.2682842105293926	0.8641570726150963
ENSG00000000499	SMARC389	5.2505	0.4891	1.1556	0.26866137149647135	0.8641570726150963
ENSG00000001295	SLC61	8.5919	0.3394	1.155	0.2688889312294419	0.864174831003293
ENSG00000001277	TRIM527	1.2525	0.5366	1.1544	0.26911702289389383	0.8641942682368273
ENSG00000000194	SKP801	4.0962	0.4621	1.1533	0.2695620077233905	0.8649095911454541
ENSG00000003686	KIF845	6.2775	-0.3668	-1.1526	0.26982851063324287	0.8650515349131641
ENSG00000003518	H2AF52	4.2523	0.6058	1.1515	0.2702647878608185	0.865737081773091
ENSG00000003577	KCN355	7.3708	-0.3647	-1.1494	0.27109258498425853	0.8662498692600445
ENSG00000001432	TRIM106	2.4216	0.601	1.1499	0.27090975407014095	0.8662498692600445
ENSG00000003210	CCNB377	4.2405	0.5657	1.1503	0.27074412172715556	0.8662498692600445
ENSG00000001639	CYP332	5.1507	0.4427	1.1489	0.2713168149302413	0.8662551630094332
ENSG00000003348	ABC72	2.6565	0.6752	1.1482	0.27156128072830654	0.8663250037660402
ENSG00000003547	COPB367	1.6218	-0.7449	-1.1475	0.27185579814455463	0.8665542722183509
ENSG00000002319	CUL300	2.7468	0.8145	1.1465	0.27225559698010454	0.8671184807255048
ENSG00000000360	HDAC785	10.684	-0.285	-1.1425	0.2738529648976087	0.8679444131771117
ENSG00000002242	VPS103	4.2185	-0.9318	-1.1449	0.2728987049743961	0.8679444131771117
ENSG00000002649	TMEM76	6.5104	0.2937	1.1445	0.27305455215283236	0.8679444131771117
ENSG00000000271	VCL360	7.1136	0.3954	1.1433	0.273547420001374	0.8679444131771117
ENSG00000002842	GNA514	6.1822	-0.297	-1.1431	0.2736306619642996	0.8679444131771117
ENSG00000001775	RPL304	4.2732	-0.4268	-1.1436	0.2733979908024653	0.8679444131771117
ENSG00000003584	TLN597	6.5963	0.3734	1.1414	0.2742790820794682	0.8685876220124413
ENSG00000003214	SEC828	1.1767	0.7032	1.14	0.27487229838910293	0.8697585246588525
ENSG00000000954	OR577	3.8326	-0.71	-1.1391	0.2752364839604337	0.8702034082648319
ENSG00000002771	SPTB136	1.5314	-0.8372	-1.1274	0.27993641686247195	0.8702962527204106
ENSG00000001471	TET38	8.6581	-0.2456	-1.1306	0.2786491854444498	0.8702962527204106
ENSG00000000539	DHX638	1.6851	0.4996	1.1306	0.27864639801766566	0.8702962527204106
ENSG00000002752	SUZ203	5.5315	0.4143	1.1284	0.27956008986264463	0.8702962527204106
ENSG00000000799	ARF549	7.6133	0.3941	1.1362	0.2763741014005	0.8702962527204106
ENSG00000002949	SNX791	4.0205	-0.6574	-1.1241	0.2812874423307926	0.8702962527204106
ENSG00000001842	VCL46	7.6209	-0.3179	-1.1249	0.2809758716619692	0.8702962527204106
ENSG00000001215	ERCC1	4.275	-0.4114	-1.1332	0.2776075014980829	0.8702962527204106
ENSG00000002575	MMP884	4.1945	-0.631	-1.1219	0.2821978085645319	0.8702962527204106
ENSG00000000243	COL341	2.2868	-0.8435	-1.123	0.28173665292443045	0.8702962527204106
ENSG00000000159	RAB552	4.8164	0.5165	1.1265	0.2803148509509764	0.8702962527204106
ENSG00000003976	GRIN485	2.2317	0.7766	1.1284	0.27956151822741115	0.8702962527204106
ENSG00000004110	MMP163	4.5403	-0.6898	-1.1325	0.277887794718092	0.8702962527204106
ENSG00000004034	MRPL569	5.5024	0.4791	1.1336	0.2774511882822029	0.8702962527204106
ENSG00000000205	USP76	4.714	0.6677	1.13	0.27889990626242706	0.8702962527204106
ENSG00000003961	CDC494	6.0165	0.4359	1.1316	0.2782267650694258	0.8702962527204106
ENSG00000002773	SMAD7	1.8478	-0.7054	-1.1261	0.28050000595162117	0.8702962527204106
ENSG00000001178	ANK255	4.7884	0.494	1.1253	0.28080733547807646	0.8702962527204106
ENSG00000004148	SNX292	6.4021	0.4623	1.1224	0.28199565152747086	0.8702962527204106
ENSG00000004102	TOMM47	3.3365	0.7743	1.1346	0.27702821985561604	0.8702962527204106
ENSG00000001700	SCN455	2.1111	-0.8196	-1.1228	0.2818321189423372	0.8702962527204106
ENSG00000003397	RAB750	6.7813	-0.2882	-1.1224	0.28198756348971865	0.8702962527204106
ENSG00000003396	CYP502	6.322	0.4083	1.1278	0.2798081705086339	0.8702962527204106
ENSG00000003471	SPTB874	6.3299	-0.3866	-1.1384	0.2755023963099266	0.8702962527204106
ENSG00000000654	PXN50	4.3185	0.4918	1.1229	0.2817785536668092	0.8702962527204106
ENSG00000000674	GNA556	6.3065	-0.377	-1.1291	0.27928093182188907	0.8702962527204106
ENSG00000004096	KCN899	3.7883	-0.6174	-1.1275	0.2798923670780429	0.8702962527204106
ENSG00000001450	RAB11FIP509	4.1863	0.7459	1.1268	0.28019573980712875	0.8702962527204106
ENSG00000003365	ANAPC605	8.3855	-0.1506	-1.1369	0.27611068927098237	0.8702962527204106
ENSG00000000981	PPP2R477	2.3654	0.7417	1.1306	0.2786581170245111	0.8702962527204106
ENSG00000003773	PPP1R432	3.5295	-0.7087	-1.1289	0.2793287487035797	0.8702962527204106
ENSG00000003036	TIMM686	7.2379	-0.2812	-1.1183	0.2836951907529507	0.871021407356041
ENSG00000003945	SPTB608	1.2299	-0.5377	-1.117	0.28422332665523437	0.871021407356041
ENSG00000002843	SNX652	4.0258	-0.5155	-1.1192	0.2833241240099619	0.871021407356041
ENSG00000002626	DNMT110	4.7153	-0.6578	-1.1178	0.283904230671475	0.871021407356041
ENSG00000004055	ZNF758	3.6956	-0.684	-1.118	0.2838016006635676	0.871021407356041
ENSG00000002323	DHX650	1.3362	-0.6405	-1.1185	0.28360585193507326	0.871021407356041
ENSG00000002466	MRPL536	5.8236	-0.5174	-1.1172	0.2841175281699924	0.871021407356041
ENSG00000000784	SEC894	6.1289	0.4121	1.1173	0.2840944229755295	0.871021407356041
ENSG00000003135	EZH371	5.0769	0.4408	1.1153	0.28491625777213536	0.8717720717367538
ENSG00000004188	TET887	4.5233	-0.5761	-1.1155	0.2848366722898452	0.8717720717367538
ENSG00000002775	CDC268	8.009	-0.3036	-1.1131	0.2858333780232556	0.8738912075934884
ENSG00000001141	BRD818	5.5282	-0.4518	-1.1117	0.28638709066207696	0.8748968264182131
ENSG00000002293	KIF435	7.1071	0.3295	1.1101	0.28707640519823574	0.8756280321563743
ENSG00000000632	DDX868	5.5343	0.4264	1.1104	0.28694739926182833	0.8756280321563743
ENSG00000003263	RPL712	6.7975	-0.379	-1.1055	0.2889755106904243	0.8772953881490884
ENSG00000003968	DYNC235	10.1885	0.29	1.1081	0.2879082085504158	0.8772953881490884
ENSG00000003553	MAPK228	9.0707	0.1874	1.1069	0.28838080069434613	0.8772953881490884
ENSG00000001062	ANK120	2.7436	-0.4897	-1.1066	0.2885409042608992	0.8772953881490884
ENSG00000003797	TUBB213	3.9323	-0.5225	-1.107	0.2883635644865112	0.8772953881490884
ENSG00000000608	TUBB287	8.0119	-0.2717	-1.106	0.28875623491842956	0.8772953881490884
